Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 1003,For Sale,Brockton,178.4007920989894,104853,18705858.253955334,7,15.058355823256091,30.018848567240582,204198.24090446383,10.867762020786103,1999,2,30.39729981630594,187,Cold Storage,Commercial,None,Residential,Fair,Moderate,Green Roof
Warehouse 1004,For Sale,Worcester,154.4782306896254,36174,5588095.51696651,35,12.507208827333997,35.34583288588196,922630.6349140409,8.371123737693889,1985,30,15.190489339850576,175,Distribution Center,Industrial,None,Residential,Good,Moderate,Solar Panels
Warehouse 1005,For Sale,Lynn,167.11539513644647,408172,68211825.06363362,48,12.045601064507935,10.51940497908827,248688.92024452798,8.555812117304086,2018,30,40.00245296577389,192,Dry Storage,Mixed-Use,High Pollution,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 1006,For Sale,Lowell,141.99317234082196,81373,11554410.412889706,73,1.1649378119695615,22.912850578605465,81044.52116245727,6.745390857658268,1986,49,13.969155843307064,37,Dry Storage,Commercial,None,Residential,Fair,Moderate,Solar Panels
Warehouse 1007,For Sale,New Bedford,147.68701596803493,336396,49681321.423583075,72,7.592952727007035,41.661241971146964,1251556.7821645648,8.492674887735266,1961,39,43.561966723174294,339,Flex Space,Commercial,Mild Pollution,Residential,Fair,High,Insulated
Warehouse 1008,For Sale,Brockton,174.36326076610428,198021,34527587.26016474,45,4.717909220053004,33.08154207642371,1923617.3633063675,4.5851400758262715,1989,45,47.25688776344877,479,Cold Storage,Mixed-Use,High Pollution,Mixed-Use,Fair,High,None
Warehouse 1009,For Sale,Newton,72.44356150606161,198718,14395839.655361552,81,5.38086522087931,21.14899929338085,1810592.6456926928,10.117148580912897,2003,32,22.897811607394157,256,Cold Storage,Industrial,Protected Area,Industrial,Good,High,None
Warehouse 1010,For Sale,Newton,113.20224381933389,75017,8492092.72459497,81,11.131315739372862,33.50476416671939,1408671.8891240384,6.277502092354173,1951,1,47.04570533051724,346,Distribution Center,Industrial,None,Residential,Poor,High,Solar Panels
Warehouse 1011,For Sale,Springfield,67.60560510933237,68037,4599682.554823646,97,4.070155767099207,6.792898191550534,238449.13912149926,11.10086663595164,1999,38,41.72032636490153,31,Distribution Center,Industrial,Protected Area,Mixed-Use,Poor,Basic,Insulated
Warehouse 1012,For Sale,Quincy,197.90356135943,94818,18764819.880978435,96,5.94958711023626,20.67338291767894,584619.8734609853,6.942805556859668,1990,13,46.8974244401508,436,Cold Storage,Commercial,None,Residential,Fair,Moderate,None
Warehouse 1013,For Sale,New Bedford,190.49008774672424,11548,2199779.5332991714,72,4.817985699495067,39.86329836018976,674110.6174263174,5.142592883895061,1994,11,36.65080547683391,476,Distribution Center,Mixed-Use,Mild Pollution,Mixed-Use,Good,Basic,Green Roof
Warehouse 1014,For Sale,Lynn,36.702557932646,121981,4477014.719182092,19,18.975208570042074,11.804930569695752,1538142.6126038444,9.56705259494788,1958,10,19.425761576856875,474,Dry Storage,Mixed-Use,High Pollution,Industrial,Fair,High,Green Roof
Warehouse 1015,For Sale,Springfield,149.94777932766704,239213,35869458.136309214,63,18.898848070204792,10.112113870313467,1614385.8995084725,5.316625157708023,2011,48,45.7809294764389,481,Dry Storage,Commercial,Protected Area,Residential,Poor,Moderate,Insulated
Warehouse 1016,For Sale,Boston,187.2922139606632,209366,39212621.66808821,38,12.237837016061428,47.59011433590514,800956.9398303449,10.029444124343923,1996,26,17.37060304682975,429,Flex Space,Mixed-Use,High Pollution,Industrial,Poor,Basic,Green Roof
Warehouse 1017,For Sale,Worcester,60.6978086716467,159249,9666065.333151065,67,18.49799712776481,11.284983849725304,864873.7934043389,11.744897891248932,1954,20,18.52242204070142,105,Distribution Center,Mixed-Use,Protected Area,Industrial,Good,Moderate,Green Roof
Warehouse 1018,For Sale,Lawrence,126.55068919394701,291166,36847257.96984477,59,15.737671644820624,13.785010402858235,136792.6265885341,10.236422950362094,1950,17,20.842519605614548,131,Flex Space,Industrial,None,Mixed-Use,Poor,High,Green Roof
Warehouse 1019,For Sale,Newton,185.6330105899671,111297,20660397.17963157,69,11.839962867755993,48.51118100631256,613816.6009165839,4.179593987450597,1993,17,22.169852459463385,259,Distribution Center,Mixed-Use,Mild Pollution,Residential,Fair,High,None
Warehouse 1020,For Sale,Lawrence,35.7708163595858,141614,5065648.387946384,13,0.22806070878623466,37.00071994298626,930006.0954963979,8.799086304422197,1971,4,30.579185685241224,388,Distribution Center,Mixed-Use,Protected Area,Residential,Good,Moderate,Green Roof
Warehouse 1021,For Sale,Boston,148.5614454319628,227084,33735927.27447184,47,15.47307409298014,35.28023011815288,278116.9404512523,9.563285367757794,1987,5,38.53829441736176,317,Dry Storage,Commercial,Protected Area,Residential,Poor,Moderate,Solar Panels
Warehouse 1022,For Sale,Newton,80.54933125333363,494536,39834544.0806986,61,14.079517997610528,42.793392808874486,933871.5484722916,10.603666606370282,1968,23,47.04832697602735,429,Cold Storage,Commercial,Mild Pollution,Residential,Fair,High,Solar Panels
Warehouse 1023,For Sale,Cambridge,187.14735321401017,65428,12244677.026086258,31,12.343547700320038,6.675331029602919,1713692.8339027108,4.448018471512001,1980,46,13.537503493420097,421,Distribution Center,Industrial,Mild Pollution,Residential,Good,Basic,Green Roof
Warehouse 1024,For Sale,Fall River,195.07990167811252,158812,30981029.345304407,80,15.232443802481185,35.59185559242035,1183575.988463854,7.840862623618291,2016,10,48.17477448912943,343,Distribution Center,Commercial,Mild Pollution,Mixed-Use,Fair,High,Solar Panels
Warehouse 1025,For Sale,Worcester,190.52530314928376,326497,62205939.9023317,96,10.307151079017837,25.680741857083706,203913.21732490402,8.282966981107155,1991,46,46.85291868387254,451,Distribution Center,Industrial,Mild Pollution,Residential,Poor,Moderate,None
Warehouse 1026,For Sale,Springfield,110.61641683176884,488569,54043752.155080475,22,14.111257099294646,41.628381373922856,423759.0717190349,5.352998901153424,1975,28,12.159971687241558,429,Cold Storage,Industrial,Mild Pollution,Industrial,Fair,Basic,Insulated
Warehouse 1027,For Sale,Quincy,176.5472506681833,118132,20855879.815933827,93,18.709924525857218,25.898944214594522,975361.4828091847,6.579598477685197,1962,33,24.41284550766251,335,Flex Space,Mixed-Use,High Pollution,Industrial,Good,High,Solar Panels
Warehouse 1028,For Sale,Fall River,173.57339775096196,192604,33430930.700426277,86,7.578519815337116,31.391826359176694,754899.9421525336,7.521773810049321,2007,43,42.52573561197346,146,Flex Space,Industrial,None,Residential,Fair,Moderate,Green Roof
Warehouse 1029,For Sale,Cambridge,84.24708045135345,21052,1773569.5376618928,43,14.191624514522445,24.40936419357726,749517.6881148926,10.665677503662412,1967,26,34.46306181917605,286,Distribution Center,Mixed-Use,None,Mixed-Use,Poor,Moderate,Insulated
Warehouse 1030,For Sale,Lowell,170.91563060561515,105689,18063902.08307686,67,9.566187578418077,24.429787254236363,1082071.5238800007,11.435260528561656,2016,48,41.16375773527082,329,Distribution Center,Industrial,Protected Area,Mixed-Use,Good,Moderate,Insulated
Warehouse 1031,For Sale,Cambridge,36.29129790163375,183148,6646678.628088417,54,13.520553071098231,38.63052892502974,1189572.047099442,9.027382631341382,1952,29,38.7613335515955,341,Flex Space,Commercial,Mild Pollution,Residential,Good,Basic,Green Roof
Warehouse 1032,For Sale,Fall River,131.365879341949,451636,59329560.282480486,10,15.281577377531844,31.799753631716875,1603880.0620385727,7.159561488171697,2004,27,29.87080452508654,70,Flex Space,Commercial,High Pollution,Industrial,Poor,Basic,Solar Panels
Warehouse 1033,For Sale,Brockton,69.10150233890951,136743,9449146.734329503,42,1.0045047586723397,32.02989687886111,714884.7987518451,6.032248142391888,2007,18,11.648721838067981,259,Dry Storage,Commercial,High Pollution,Residential,Fair,Basic,None
Warehouse 1034,For Sale,Lawrence,50.4963705821374,267307,13498033.331199402,64,12.96734883457837,23.063841707744764,1620659.2519291441,11.857081475489203,2012,40,33.370728082580044,487,Distribution Center,Industrial,Protected Area,Residential,Fair,Basic,Solar Panels
Warehouse 1035,For Sale,New Bedford,43.082044276965554,308568,13293740.238454707,21,4.612149569698197,27.024365320538852,710291.8967696334,11.864159984610868,2001,10,11.94266612237184,104,Flex Space,Industrial,Mild Pollution,Residential,Poor,Moderate,Solar Panels
Warehouse 1036,For Sale,Lynn,148.36909189928377,451960,67056894.77480029,80,13.433647502370578,37.54016564403458,158094.32843540597,11.399815585880278,1973,42,34.149068701405234,305,Dry Storage,Mixed-Use,None,Mixed-Use,Good,Moderate,None
Warehouse 1037,For Sale,Boston,87.77874384057125,468547,41128467.090268135,76,9.419770700082887,41.47110503648399,1130665.9194593427,10.285353199022554,2021,5,42.01643449974713,193,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Basic,Insulated
Warehouse 1038,For Sale,Lowell,153.21035115988946,408850,62640052.0717208,66,15.493699563111253,35.13150870505826,1196409.5335448883,6.606236349964946,1958,10,33.39966994807675,269,Distribution Center,Mixed-Use,High Pollution,Industrial,Good,Basic,None
Warehouse 1039,For Sale,Lawrence,41.1105779358202,140870,5791247.113818992,41,2.555676222591369,46.27957645343847,1872353.4789626272,10.536003867981044,1986,21,49.88087218246788,296,Flex Space,Mixed-Use,Mild Pollution,Industrial,Good,Moderate,None
Warehouse 1040,For Sale,Lawrence,83.59935743120376,289564,24207364.335209083,24,12.563814797958281,41.19588031921285,1465819.585821825,7.2703441381693805,2002,24,28.23466000721732,164,Distribution Center,Industrial,None,Residential,Fair,High,Green Roof
Warehouse 1041,For Sale,Lynn,121.71351970380732,125575,15284175.236805605,35,5.641567505658291,28.531325700666404,1839656.6723641572,6.6141847852403615,1973,38,39.9530985441595,195,Dry Storage,Industrial,None,Industrial,Poor,High,Green Roof
Warehouse 1042,For Sale,Cambridge,164.4229380226238,263230,43281049.97569527,56,17.07434170707877,33.89889755954311,1821277.0599738688,9.958922867730237,1970,3,36.688531669676294,418,Flex Space,Mixed-Use,Protected Area,Residential,Good,Moderate,Solar Panels
Warehouse 1043,For Sale,Quincy,84.18792549845188,296444,24957005.38646307,30,18.574831762162518,46.38910556913861,1228919.5150035722,4.637231420963383,1989,40,49.65726766232352,78,Cold Storage,Industrial,High Pollution,Industrial,Fair,Basic,Green Roof
Warehouse 1044,For Sale,Lawrence,136.40153399429153,357025,48698757.67431193,57,19.928326044213204,31.33923416790986,1079136.0274060727,4.3885017863652935,2011,31,38.528760203084204,335,Cold Storage,Industrial,Mild Pollution,Residential,Poor,Basic,None
Warehouse 1045,For Sale,Boston,180.61621720015182,15749,2844524.8046851913,94,15.940547308302936,41.4155404510117,1137009.88596902,7.583629577449485,2019,41,16.561229258375576,270,Dry Storage,Industrial,Mild Pollution,Mixed-Use,Poor,Moderate,None
Warehouse 1046,For Sale,Lowell,134.69674199099177,109131,14699590.150218923,47,15.09930800151729,34.75171467590937,1957745.0749706333,7.565110406577295,2018,37,48.22070825668963,124,Cold Storage,Industrial,Protected Area,Residential,Good,High,Green Roof
Warehouse 1047,For Sale,Lawrence,69.60311070811774,161193,11219534.224373624,35,4.3884651014642655,28.04488169196286,1557676.9989065698,11.165153224510679,1963,2,36.71108905783045,356,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Good,Moderate,Green Roof
Warehouse 1048,For Sale,Lawrence,34.14813286461146,395707,13512655.211456807,19,6.786540473903163,12.850071575352302,257218.5143451719,5.009224770302534,1991,2,12.373529232255596,17,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Good,Moderate,Green Roof
Warehouse 1049,For Sale,Lynn,177.91680856315807,304631,54198975.309403405,8,9.367082581069361,21.87387845395298,1567935.39322373,4.986271419619302,1999,39,36.302732231384496,274,Cold Storage,Industrial,High Pollution,Industrial,Poor,Moderate,None
Warehouse 1050,For Sale,Boston,33.615799844565814,230019,7732272.664447184,26,15.490282850866768,48.41939841685207,382549.19535154046,5.179620803799209,2010,49,45.324776266991,280,Cold Storage,Commercial,Mild Pollution,Industrial,Good,Basic,Insulated
Warehouse 1051,For Sale,Boston,178.6992843563139,431577,77122501.04464489,71,18.307820715051577,33.2305037803574,922333.57056097,4.237890090356821,1953,42,33.081674479601006,493,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Insulated
Warehouse 1052,For Sale,Lowell,119.91931278462604,288367,34580772.469764255,30,3.8638680904573937,28.65537363661049,460396.36074424186,4.573853902519267,2021,44,24.16078552128045,258,Cold Storage,Mixed-Use,High Pollution,Residential,Fair,Basic,Green Roof
Warehouse 1053,For Sale,Springfield,189.64150874719235,77930,14778762.7766687,7,18.45511294493505,46.71487465088314,1394686.977789798,9.278958934632312,2024,34,42.83638536282464,114,Flex Space,Commercial,Mild Pollution,Residential,Poor,High,Solar Panels
Warehouse 1054,For Sale,New Bedford,165.79315008152312,150128,24890194.035438903,67,13.942930581845753,29.739077270834986,1760753.9855764196,7.452674632940074,1966,42,41.30048032823318,272,Cold Storage,Mixed-Use,None,Industrial,Good,Moderate,Solar Panels
Warehouse 1055,For Sale,Newton,199.64879879066737,295524,59001011.613813184,65,12.254337540632267,26.778043402452745,616205.6764650278,10.108824536704109,2006,20,31.76728616925203,233,Flex Space,Commercial,Protected Area,Residential,Poor,Moderate,Insulated
Warehouse 1056,For Sale,Springfield,89.62100862679073,293179,26274997.68819388,36,4.076841298510596,38.20623190236006,209920.94535596587,11.940781748653283,1997,33,16.174470795836015,337,Distribution Center,Commercial,High Pollution,Residential,Good,High,Green Roof
Warehouse 1057,For Sale,Boston,160.42200911829158,297764,47767899.12309898,25,1.204948152902096,35.92061533034068,632061.5412461783,9.27227744879201,1993,4,20.039459420927255,380,Dry Storage,Industrial,Mild Pollution,Residential,Fair,Basic,None
Warehouse 1058,For Sale,Lawrence,98.32825531357116,418093,41110355.24881691,37,11.412451480308002,10.464840412013203,1361105.622967779,4.40364456496099,1994,45,39.53935888744423,280,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 1059,For Sale,Newton,111.57885545166451,261553,29183784.37994921,1,13.065162098244958,24.094105454131938,691082.2487311774,4.836502918034732,1982,44,42.2432866157971,174,Dry Storage,Commercial,Protected Area,Mixed-Use,Good,High,Solar Panels
Warehouse 1060,For Sale,Fall River,136.6759287471229,453532,61986907.316540144,15,4.294550842158295,24.153256698159677,592318.7267299166,11.048032678517663,1980,11,21.170611121639592,92,Cold Storage,Industrial,Protected Area,Residential,Good,Basic,None
Warehouse 1061,For Sale,Worcester,178.5251094116776,200113,35725195.21969904,37,11.173478495926581,19.533001246923895,409648.6216393166,8.219967556466091,1996,42,24.719403087471466,304,Flex Space,Mixed-Use,Mild Pollution,Industrial,Good,Basic,None
Warehouse 1062,For Sale,Fall River,197.29418976388018,384504,75860405.14097099,13,17.144218714975214,26.347380625460403,1020157.0324051453,10.59869727516592,1955,47,13.105275409991805,143,Cold Storage,Industrial,High Pollution,Residential,Good,Moderate,Green Roof
Warehouse 1063,For Sale,Lowell,160.6064803569681,58352,9371709.341789803,8,16.717812314554898,21.242262488630068,588100.2149065158,10.852898689799408,2021,5,38.538477934659994,220,Distribution Center,Industrial,None,Industrial,Good,Basic,None
Warehouse 1064,For Sale,Boston,101.02035296844674,429127,43350561.00829065,5,18.554368093667314,10.767928984087973,1475470.1808219922,11.421396331996153,2020,25,10.143101784001253,322,Dry Storage,Commercial,Mild Pollution,Mixed-Use,Fair,High,None
Warehouse 1065,For Sale,Boston,101.63069038710194,168856,17160951.856004484,60,7.381127610181919,21.205957876459372,199413.6838847953,11.598633643890926,1983,49,11.861660848762723,101,Dry Storage,Mixed-Use,High Pollution,Residential,Fair,Basic,None
Warehouse 1066,For Sale,Lawrence,155.38899127011155,8191,1272791.2274934836,73,6.429186493763281,4.5415704310856535,1344864.4145670692,8.438606372026449,2002,37,10.173762711363597,346,Distribution Center,Industrial,Protected Area,Residential,Poor,Moderate,Insulated
Warehouse 1067,For Sale,Quincy,70.5921147806114,431376,30451744.10560102,1,15.01357751901809,29.213507275946167,513242.0284071512,6.728161378048271,1963,34,35.81278333350467,499,Flex Space,Commercial,Mild Pollution,Industrial,Good,High,None
Warehouse 1068,For Sale,New Bedford,48.780599232337096,357680,17447844.73342233,36,8.679136861430399,42.82907289811448,1004094.5590506261,11.69491899478399,1965,9,26.695485108021863,412,Flex Space,Commercial,Protected Area,Industrial,Poor,Basic,Solar Panels
Warehouse 1069,For Sale,Quincy,90.285766798932,109576,9893153.182759773,35,1.8422184141528342,36.53906713337321,607875.3479609581,8.379251248009801,1992,6,21.90187045373321,136,Distribution Center,Industrial,None,Residential,Fair,Basic,Green Roof
Warehouse 1070,For Sale,Lowell,78.83062858119389,200713,15822331.95441717,66,5.727742500342944,18.65930796265145,1459398.9182210516,4.514021783636888,2022,18,46.508040414284416,200,Dry Storage,Industrial,Protected Area,Residential,Fair,Basic,Green Roof
